pc11_s_id,pc11_d_id,pc11_sd_id,year,post_ror_data_entry_block_any,post_ror_dist_softw_available_block_any,post_ror_aadhaar_link_block_any,post_mutation_computerized_block_any,post_digital_ror_issued_block_any,block_id,mean_night,count_night,sum_night,sd_name,frac_12,per_aggriculture,per_treecover,per_greencover,per_built
1,1,2,2000,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,,,25.1821174621582,48.8973731994629,25.9205074310303
1,1,2,2001,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,0.141550481319428,14.1550481319428,25.8693923950195,49.025806427002,25.1048011779785
1,1,2,2002,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,0.162829712033272,16.2829712033272,22.7338829040527,53.1683044433594,24.0978107452393
1,1,2,2003,0,0,0,0,0,2,0.0051898854921148,3951,20.5052375793457,Handwara,0.15377089381218,15.377089381218,25.7277164459229,49.2400436401367,25.0322360992432
1,1,2,2004,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,0.108978696167469,10.8978696167469,24.573299407959,50.0459861755371,25.380708694458
1,1,2,2005,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,0.124263651669025,12.4263651669025,24.955379486084,50.7387542724609,24.3058643341064
1,1,2,2006,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,0.165227770805359,16.5227770805359,27.0149707794189,49.8790092468262,23.1060218811035
1,1,2,2007,0,0,0,0,0,2,0.0055523541449776,3951,21.9373512268066,Handwara,0.189604341983795,18.9604341983795,26.2324409484863,50.2067184448242,23.5608348846436
1,1,2,2008,0,0,0,0,0,2,0.0049145929543647,3951,19.4175567626953,Handwara,0.209457755088806,20.9457755088806,26.9879779815674,48.3825645446777,24.6294593811035
1,1,2,2009,0,0,0,0,0,2,0.0055217071896231,3951,21.8162651062012,Handwara,0.172808349132538,17.2808349132538,25.6619625091553,50.2224159240723,24.1156158447266
1,1,2,2010,0,0,0,0,0,2,0.0055217071896231,3951,21.8162651062012,Handwara,0.173666998744011,17.3666998744011,26.107292175293,48.0886726379395,25.8040275573731
1,1,2,2011,0,0,0,0,0,2,0.0060865198983569,3951,24.0478401184082,Handwara,0.155958622694016,15.5958622694016,24.4595050811768,52.4958648681641,23.0446281433105
1,1,2,2012,0,0,0,0,0,2,0.0257798090852444,3951,101.856025695801,Handwara,0.126663267612457,12.6663267612457,26.679479598999,49.5443954467774,23.7761306762695
