rank,points,hack_count,participant_type,member_handles,problem_A_points,problem_A_penalty,problem_A_rejected,problem_B_points,problem_B_penalty,problem_B_rejected,problem_C_points,problem_C_penalty,problem_C_rejected,problem_D_points,problem_D_penalty,problem_D_rejected,problem_E_points,problem_E_penalty,problem_E_rejected,problem_F_points,problem_F_penalty,problem_F_rejected,problem_G_points,problem_G_penalty,problem_G_rejected
5773,4.0,0,CONTESTANT,Dhruv2705,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,Amantyagi14,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,adityagehlot25,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,big_hongbao1,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,DevKankaani,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,Archiakzam,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,noobsolver24,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,faraway_06,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,SyamSriBalajiT,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,Maria_Sultana,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0
5773,4.0,0,CONTESTANT,F3R618,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,0410shubham,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,S101G,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,guts_01,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,aditya_rana,1.0,0,0,1.0,0,2,1.0,0,0,1.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Holanda2103,1.0,0,0,1.0,0,0,1.0,0,3,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,anurag.1729,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,Brackets12,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,gully_gurl,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Ashwaghosh__,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,Mohamed_AboElKhair_,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,Gary.,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Delhack,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,ARISE,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,praveen_kumar__,1.0,0,1,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,OMKAR_7777,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Calypsoo,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,code_breaker073,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Muhammed_Ramadan,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,Ravi___09,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,Yagami_LightorKira,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,erfan.art,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Dima357,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,VIRTUAL,MoonlightCodata,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,ryu2005,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Mover_R,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,imzero34802,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,_sano_,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Ihsan_Tamim,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,Shadow1,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,priyanshuog,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,MUUQ7ING,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,akhilesh_jyotishi,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,athensclub,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,tr25,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,kanavchoudhary.ind,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,2,0.0,0,7,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,IamYessir,1.0,0,0,1.0,0,2,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,sanket_369,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,sivaganesh7785,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,lvtruong,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5801,4.0,0,CONTESTANT,TrueBlack,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,outlander,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,sreeharshithagaddam,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,Haoyuehx,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,elizar_khloptcev,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,nhienlh94,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,Fruice,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,negative___iq,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,smiling007,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,VIRTUAL,ProingZy,1.0,0,0,1.0,0,1,1.0,0,2,1.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,haorzhe,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,hiyori,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,__Kiavash__,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,LD-RW,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,8,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,yashsinha129,1.0,0,0,1.0,0,2,1.0,0,1,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5841,4.0,0,VIRTUAL,cse220001061,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,Mariam__Adel,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,bishalkediadgp,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,nvs_1017,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,darkpulse_10,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,vishwanathdarur27,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,NotNotNehal,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,itspiyuman_2203,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,Om_Singh_,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,3,0.0,0,3,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,piyash_basak,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,cursor010,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,Parth_3406,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,Avi_Pandey,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,xili_ytl,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,akshayyy13,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,takoshanava,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,mohammed_gharab,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5841,4.0,0,OUT_OF_COMPETITION,LorenzoC,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,pushpa_kumar,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0
5841,4.0,0,CONTESTANT,whiterook,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,3,0.0,0,0
5841,4.0,0,CONTESTANT,Ryei,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5876,4.0,0,VIRTUAL,light01,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,VIRTUAL,Yz...,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0
5876,4.0,0,VIRTUAL,Jache,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Sajal69,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,4,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,trp003,1.0,0,1,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Trung_NR,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Moksha1512,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,saiyam_k,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,kunjbhuva69,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,_gal1le0_,1.0,0,0,1.0,0,0,0.0,0,2,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,ConsW,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,3,0.0,0,1,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,H.YUN.SS,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,VIRTUAL,Cyber,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,1.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,rishavk,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,harshnshah123,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,cookie0322,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,VIRTUAL,sujalgoel47,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,_Badassium,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,nonam1ch,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,gurbanovcavad,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,KeshavChib,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,smilence,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,DesLightT,1.0,0,0,1.0,0,0,1.0,0,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Aditya_Singh_Sikarwar,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Emblaze,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Gagansinghal,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,dreamer_001,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Hiro-Hamada,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,guc_lzh,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,helltractor,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,6,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,Kacp00rek,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,kphoenix,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,1,0.0,0,0
5876,4.0,0,CONTESTANT,UI-Shashank,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,srijon_32,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5876,4.0,0,CONTESTANT,maystudios,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,OUT_OF_COMPETITION,hwmiao,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Porco__Rosso,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Saurabh0772,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,kushal7201,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,rautelaaditya16,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Zulqarnain1,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Kolzuk,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Ymy20101023,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,aliibrahimaezakmi,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,cpismayilmmdv985,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0
5911,4.0,0,VIRTUAL,Asaultedfish,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,OUT_OF_COMPETITION,_Juffin,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Some-handle,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,crescentp2003,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Jinx_Ackerman,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Discount,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0
5911,4.0,0,VIRTUAL,why_0210,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,francarthery,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Amaterasu_,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Paul_dirac29,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,VIRTUAL,aryan_maurya027,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Manas_DixiT,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,G_Kiranmai,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,IM_VERY_STUPID,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,OUT_OF_COMPETITION,vbutenko,1.0,0,0,1.0,0,0,0.0,0,1,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,zeyadd27,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,karan_tekchandani,1.0,0,0,1.0,0,2,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Labib_tc,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,hehe_123,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,Jass___,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5911,4.0,0,CONTESTANT,whatthemomooofun1729,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,4,0.0,0,6,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,huanyizhiyuan,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,foremost_peace,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,rubbish,1.0,0,0,1.0,0,1,1.0,0,1,1.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,M_S_19,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,ritik85,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,barbarian,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0
5942,4.0,0,VIRTUAL,lawLt,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Mir_Ilham_Novice,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,VIRTUAL,Teneen,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,2,0.0,0,3,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Mu.stafar,1.0,0,0,1.0,0,1,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Nuraman2010,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Poojan_B,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Harshitmaheshwari,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Abdo.,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Sid_7905,1.0,0,0,1.0,0,0,1.0,0,1,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,Razzle,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,OUT_OF_COMPETITION,Redpanda_x,1.0,0,0,1.0,0,3,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,VRMcryptor,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
5942,4.0,0,CONTESTANT,kalpitgnagar,1.0,0,0,1.0,0,0,1.0,0,0,1.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0
