rank,points,hack_count,participant_type,member_handles,problem_A_points,problem_A_penalty,problem_A_rejected,problem_B_points,problem_B_penalty,problem_B_rejected,problem_C_points,problem_C_penalty,problem_C_rejected,problem_D_points,problem_D_penalty,problem_D_rejected,problem_E_points,problem_E_penalty,problem_E_rejected,problem_F_points,problem_F_penalty,problem_F_rejected,problem_G_points,problem_G_penalty,problem_G_rejected,problem_H_points,problem_H_penalty,problem_H_rejected,problem_I1_points,problem_I1_penalty,problem_I1_rejected,problem_I2_points,problem_I2_penalty,problem_I2_rejected
7731,1250.0,0,CONTESTANT,Horse-chan,492.0,0,0,758.0,0,0,0.0,0,5,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,rits1272,492.0,0,0,758.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,shecodestoo,478.0,0,0,772.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,ELgago73,486.0,0,0,764.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,amitchaurasiya10279,484.0,0,0,766.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,El_Farag,486.0,0,0,764.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,D0LB0EB,487.0,0,0,763.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7731,1250.0,0,CONTESTANT,Mr_Status,476.0,0,0,774.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,samarpit,490.0,0,0,759.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,tkddn5623,470.0,0,0,779.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,Slayer_ayp,483.0,0,0,766.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,Ari.,470.0,0,0,779.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,4leks4ndra,488.0,0,0,761.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,anjaliagg10,491.0,0,0,758.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,.Judy.Hopps.,421.0,0,1,828.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,rutuparn9,487.0,0,0,762.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,Nhatthang27,478.0,0,0,771.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,70Gaurav61,483.0,0,0,766.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,Double2D,434.0,0,1,815.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,stinson69,494.0,0,0,755.0,0,0,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,metarudra28,475.0,0,0,0.0,0,1,774.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,Ayanokojii,491.0,0,0,758.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,LittleMiracle,492.0,0,0,757.0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,SINGH_SHIVANSH,487.0,0,0,762.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7741,1249.0,0,CONTESTANT,mannjain777,464.0,0,0,785.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,pepeJAM,492.0,0,0,756.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,sankalpp472,471.0,0,0,777.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,pranaydubey272,490.0,0,0,758.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,SevenRedSuns,474.0,0,0,774.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,VIRTUAL,CodeAlpha07,416.0,0,1,832.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,mayankkushwaha,488.0,0,0,760.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,VIRTUAL,Rhythm04,494.0,0,0,754.0,0,2,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,sairaj2k05,492.0,0,0,756.0,0,2,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,present_sir,447.0,0,0,801.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,npnainav,424.0,0,1,824.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7758,1248.0,0,CONTESTANT,ShaanKapoor,421.0,0,1,827.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7769,1247.0,0,CONTESTANT,sunny-Pro,471.0,0,0,776.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7769,1247.0,0,CONTESTANT,Priyanshu171,476.0,0,0,771.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7769,1247.0,0,CONTESTANT,Sen.,417.0,0,1,830.0,0,0,0.0,0,7,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7769,1247.0,0,CONTESTANT,kaftan,479.0,0,0,768.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7769,1247.0,0,CONTESTANT,krishna_08,483.0,0,0,764.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,kuns26,490.0,0,0,756.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,Abhijeethere1,467.0,0,0,779.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,Shubhii_A2Z,411.0,0,0,835.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,RockWrecker,492.0,0,0,754.0,0,2,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,Tom_cruise_007,448.0,0,0,798.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,amongsus,488.0,0,0,758.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,Vishal_14,483.0,0,0,763.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7774,1246.0,0,CONTESTANT,Dharya42,490.0,0,0,756.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,CTDuong,426.0,0,0,819.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,codekrbc,413.0,0,1,832.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,_LeaRouse,420.0,0,1,825.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,daveshub,486.0,0,0,759.0,0,2,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,zirikato,492.0,0,0,753.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,Alraaafi,479.0,0,0,766.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,oppps,484.0,0,0,761.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,Dearing,466.0,0,0,779.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,loser_winner,402.0,0,0,843.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7782,1245.0,0,CONTESTANT,StealthStark,487.0,0,0,758.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,voidheart,358.0,0,2,886.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,AaryanAgrawal,483.0,0,0,761.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,hp1206,484.0,0,0,0.0,0,0,760.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,VIRTUAL,LastChancePBC,404.0,0,1,840.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,kavin123,488.0,0,0,756.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,trust_me_darling,425.0,0,1,819.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,keshavb02,432.0,0,1,812.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,uiqy,437.0,0,1,0.0,0,0,807.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7792,1244.0,0,CONTESTANT,ErmiCodeforce,494.0,0,0,750.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,CONTESTANT,slowcoder48,482.0,0,0,761.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,CONTESTANT,albertzhouu1,484.0,0,0,759.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,CONTESTANT,Adrenaline_00,413.0,0,1,830.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,CONTESTANT,Raj_624,479.0,0,0,764.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,VIRTUAL,Sobaka_ulybaka,492.0,0,0,751.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,CONTESTANT,sectumsemprra,487.0,0,0,756.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7801,1243.0,0,CONTESTANT,rahulpanjwani,456.0,0,0,787.0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7808,1242.0,0,CONTESTANT,anhtri,474.0,0,0,768.0,0,0,0.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7808,1242.0,0,CONTESTANT,Slanyara,428.0,0,1,814.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7808,1242.0,0,CONTESTANT,Ronit5,494.0,0,0,748.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7808,1242.0,0,CONTESTANT,warrioroo7,488.0,0,0,754.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7808,1242.0,0,CONTESTANT,Oops..,488.0,0,0,754.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,2023kucp1021,363.0,0,2,878.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,shreyankbhat97,487.0,0,0,754.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,milestones,480.0,0,0,761.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,Thing_Quorum,483.0,0,0,758.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,cryuff14,483.0,0,0,758.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,de_koding,491.0,0,0,750.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,sarthakbaraliya,483.0,0,0,758.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,SKRAY_059,414.0,0,0,827.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,G-DFS-CP-NEW-1,464.0,0,0,777.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,wdakc,483.0,0,0,758.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7813,1241.0,0,CONTESTANT,whistle_blow,421.0,0,1,0.0,0,1,820.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,Ammar.IT,482.0,0,0,758.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,Kuris33,484.0,0,0,756.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,yang_wei,410.0,0,1,830.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,sanju_06,484.0,0,0,756.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,sakshamShukla,480.0,0,0,760.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,hardikbatra07,490.0,0,0,750.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7824,1240.0,0,CONTESTANT,Boeing737,484.0,0,0,756.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7831,1239.0,0,CONTESTANT,nakshatraaaaa,438.0,0,0,801.0,0,1,0.0,0,3,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7831,1239.0,0,CONTESTANT,the_bigShort,492.0,0,0,747.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7831,1239.0,0,CONTESTANT,Hustler_210,475.0,0,0,764.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7831,1239.0,0,CONTESTANT,DavidKushner,409.0,0,1,830.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7831,1239.0,0,CONTESTANT,arshjeet,428.0,0,1,811.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,tillGM,434.0,0,1,804.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,thercstk,464.0,0,0,774.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,zubaer.mahmud31,492.0,0,0,746.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,devansh_p6,492.0,0,0,746.0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,angesh,494.0,0,0,744.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,dvyh,482.0,0,0,756.0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,bravichandra12,480.0,0,0,758.0,0,1,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,prashan_100,475.0,0,0,763.0,0,0,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,Iris0,488.0,0,0,750.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,anshswaroop14,491.0,0,0,0.0,0,2,747.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7836,1238.0,0,CONTESTANT,mohdfaiz.72,482.0,0,0,756.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7847,1237.0,0,CONTESTANT,Riya_Chaudhry,351.0,0,0,886.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7847,1237.0,0,CONTESTANT,BahtiX,463.0,0,0,774.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7847,1237.0,0,CONTESTANT,mulebanga,476.0,0,0,761.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7850,1236.0,0,CONTESTANT,Himang_Garg,490.0,0,0,746.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7850,1236.0,0,CONTESTANT,CoderSadanand,483.0,0,0,753.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7850,1236.0,0,CONTESTANT,ayush28,482.0,0,0,0.0,0,1,754.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7850,1236.0,0,CONTESTANT,Horizon_1112,422.0,0,1,814.0,0,1,0.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7850,1236.0,0,CONTESTANT,gauravbro17,422.0,0,1,814.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7850,1236.0,0,CONTESTANT,NWm,490.0,0,0,746.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7856,1235.0,0,CONTESTANT,Mushfiq,479.0,0,0,756.0,0,1,0.0,0,5,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7856,1235.0,0,CONTESTANT,mohamed-hani,495.0,0,0,740.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7856,1235.0,0,CONTESTANT,krahulkr11,482.0,0,0,753.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7856,1235.0,0,CONTESTANT,nanven9,424.0,0,1,811.0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7856,1235.0,0,VIRTUAL,aspirers02,483.0,0,0,752.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7856,1235.0,0,VIRTUAL,Teneen,488.0,0,0,747.0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
7862,1234.0,0,CONTESTANT,nguyenvietanhc2123,470.0,0,0,764.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
